product_id,title,description,image_url,dimensions
92943097896,PomPom Rainbow Beanie - Holiday Penguin Plush - Aurora,"PomPom Rainbow Beanie—bright, soft, and full of cheer! This colorful penguin plush is the perfect pop of joy for your winter décor.",http://auroragift.com/cdn/shop/files/99442_414a7510-8476-4dd9-bf07-b6851db4ad2f.jpg?v=1750260401,
92943098213,"Aurora® - PomPom Penguin™ - 6"" Pompom Mini Penguin™","The Pom Pom Mini Penguin is a delightful, pint-sized companion with an enormous heart. Available in charming shades such asÂ blue, grey, pink, violet, and a snowy white body, this little penguin features a plush, fluffy design and adorable beaded eyes. 6 inches long from top to bottom High quality materials make for a",http://auroragift.com/cdn/shop/files/09820A.jpg?v=1750261900,
92943098220,"Aurora® - PomPom Penguin™ - 6"" Pompom Mini Penguin™","The Pom Pom Mini Penguin is a delightful, pint-sized companion with an enormous heart. Available in charming shades such asÂ blue, grey, pink, violet, and a snowy white body, this little penguin features a plush, fluffy design and adorable beaded eyes. 6 inches long from top to bottom High quality materials make for a",http://auroragift.com/cdn/shop/files/09820A.jpg?v=1750261900,
92943098596,PomPom Rainbow Beanie - Holiday Penguin Plush - Aurora,"PomPom Rainbow Beanie—bright, soft, and full of cheer! This colorful penguin plush is the perfect pop of joy for your winter décor.",http://auroragift.com/cdn/shop/files/99442_414a7510-8476-4dd9-bf07-b6851db4ad2f.jpg?v=1750260401,
92943098602,Aurora® - PomPom Penguin™ - Gray,"Add a touch of artic friendship into your collection with the help of our adorable Pom Pom Penguin This Pom Pom Penguin is a soft grey and white penguin that can stand on its own, making a great companion for the winter season Comes in 9, 11.5, and 16 inches long from top to bottom High quality materials make for a sof",http://auroragift.com/cdn/shop/products/09859_6a208f54-c9f0-4579-829e-7ef0118deca6.jpg?v=1750266993,
92943098619,Pom Pom Rainbow Trapper - Holiday Plush - Aurora,"Discover Pom Pom Rainbow Trapper from Aurora's PomPom Penguin collection! In a colorful rainbow hat, this plush penguin is perfect for decor and cuddles",http://auroragift.com/cdn/shop/files/99357.jpg?v=1750261708,
92943108141,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943108394,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943108639,Aurora® - Miyoni® - Lion,"This lion has an immensely fluffy mane and an adorably cute face! Like all Miyoni, this lion comes hand stitched and is made with love and care Comes in 11, and 16.5 inches long from top to bottom Made from the finest quality of materials for lasting love Hand-stitched like all Miyoni animals, so each one is unique! Ea",http://auroragift.com/cdn/shop/products/10847_a3c3a4ee-4c08-43c7-8bff-5fe894369ddf.jpg?v=1750261937,
92943108677,Aurora® - Miyoni® - White Tiger,"Miyoni features your favorite animals in plush form with a simultaneously realistic and cute design! This White Tiger lays flat on its belly and features a snowy white coat with dark grey stripes throughout its body. A unique plush animal made from premium materials to last and be cherished for many years. Comes in 8,",http://auroragift.com/cdn/shop/products/10817_70cc3665-bece-4bc8-8556-4c4714b40064.jpg?v=1750261941,
92943108714,Aurora® - Miyoni® - Wolf,"Our wonderful lying wolf from Miyoni is a must-have for those who want to help complete any canine-based plush collections With wonderful contrast in its fur, this becomes an entrancing little friend who makes the perfect source of comfort and protection on any difficult day 10.5, 11, 15, and 16 inches of charm and cla",http://auroragift.com/cdn/shop/files/10907.jpg?v=1750261954,
92943108974,Aurora® - Miyoni® - Hampshire Pig,"Miyoni features your favorite animals in plush form with a simultaneously realistic and adorable design! This Hampshire Pig Miyoni is an adorable little piggy with a black head and body, and a white band around the middle covering the front legs Comes in 8 and 12 inches long from top to bottom Made from the finest qual",http://auroragift.com/cdn/shop/products/26429_5e2dac68-89d4-4463-9521-a7e641239fbc.jpg?v=1750261960,
92943109049,Pinky the Pig - Interactive Hand Puppet Plush Toys - Aurora,"Play and learn with Pinky the Pig, a fluffy pig puppet from Aurora - perfect for storytelling and creative play!",http://auroragift.com/cdn/shop/products/32207.jpg?v=1750266809,
92943109124,English Lop Rabbit - Realistic Miyoni Tots Plush - Aurora,"Embrace elegance with the 'Sitting Pretty English Lop Rabbit', a Miyoni Tots masterpiece by Aurora plush, perfect for collectors and animal lovers.",http://auroragift.com/cdn/shop/files/26498.jpg?v=1750263085,
92943142169,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943142275,Aurora World Plush - Bunny - Molang,"Online Toy Store - This premium quality plush Bunny is part of Molang collection. Premium quality stuffed animals for play. These plushies are soft, cuddly and cute.",http://auroragift.com/cdn/shop/files/14228.jpg?v=1750264827,
92943142701,Green Tea Meowchi - Sweet Tasty Peach Plush - Aurora,"Green Tea Meowchi plush from the Tasty Peach collection is a soft green plush cat inspired by sweet treats and kawaii culture, perfect for gifting.",http://auroragift.com/cdn/shop/files/14270.jpg?v=1750266320,
92943142718,Custard Meowchi - Cute Tasty Peach Plush - Aurora,"Custard Meowchi plush by the Tasty Peach collection is a sweet yellow plushie with soft fabric and kawaii charm, ideal for playful collections.",http://auroragift.com/cdn/shop/products/14271_1a4fc175-ca3d-44db-a2e8-03bd8570f20c.jpg?v=1750266319,
92943142749,Mint Meowchi - Fresh Tasty Peach Plush - Aurora,"Mint Meowchi plush from the Tasty Peach plush collection is a mint-green plush cat with kawaii flair, soft fabric, and a perfect giftable design.",http://auroragift.com/cdn/shop/products/14274_740ff418-38fc-489c-8986-cb1a0bf1ada1.jpg?v=1750266315,
92943142756,Taro Meowchi - Silly Tasty Peach Plush - Aurora,"Taro Meowchi plush from Tasty Peach plush is a soft purple plushie with adorable ears and round design, perfect for cuddly moments",http://auroragift.com/cdn/shop/files/14275.jpg?v=1750266314,
92943142763,Unicorn Meowchi - Magical Tasty Peach Plush - Aurora,"Unicorn Meowchi plush by Tasty Peach plush features a white plush body, pastel horn, and magical details for enchanting kawaii fans",http://auroragift.com/cdn/shop/products/14276_52f975dc-535c-4236-9b21-fe767fddbcb6.jpg?v=1750266312,
92943142770,Vanilla-Berry Nomwhal - Yummy Tasty Peach Plush - Aurora,"Vanilla-Berry Nomwhal by Tasty Peach plush is a plush narwhal with pink ice cream topping, waffle cone horn, and kawaii sweetness.",http://auroragift.com/cdn/shop/products/14277_189e38a6-22b2-4298-bc11-f059ebead8e0.jpg?v=1750266311,
92943142886,"Aurora® - Tasty Peach® - 7"" Berry Sunset Meowchi","Treat yourself to something sweet with this Berry Sunset Meowchi! With its bright berry pink body and sunset colored swirls, Berry Sunset Meowchi is an overstuffed mochi cat plush with adorable embroidered eyes.",http://auroragift.com/cdn/shop/products/14288_d2e5f2a5-4d3d-4afd-adcf-abc94b0acf40.jpg?v=1750265857,
92943142893,"Aurora® - Tasty Peach® - 7"" Lavender Dream Meowchi","Sweeten your day with Lavender Dream Meowchi! With its lovely purple body and fantasical colored swirls, Lavender Dream Meowchi is an overstuffed mochi cat plush with adorable embroidered eyes.",http://auroragift.com/cdn/shop/products/14289_3a799096-5544-435b-81cc-e91224643acb.jpg?v=1750265855,
92943142947,"Aurora® - Tasty Peach® - 7"" Lollipop Nomwhal","Lollipop Nomwhal is the sweetest treat of the season! Made in a soft pink minky fabric, this Lollipop Nomwhal is an overstuffed Nomwhal plush with cute embroidered features and precious lollipop swirl horn.",http://auroragift.com/cdn/shop/products/14294_c6591698-aedd-4266-a70e-da8199a627a3.jpg?v=1750265462,
92943142978,Aurora World Plush - Nomwhal - Tasty Peach,"Online Toy Store - This premium quality plush Nomwhal is part of Tasty Peach collection. Premium quality stuffed animals for play. These plushies are soft, cuddly and cute.",http://auroragift.com/cdn/shop/files/14297.jpg?v=1750265188,
92943142992,Aurora World Plush - Nomwhal - Tasty Peach,"Online Toy Store - This premium quality plush Nomwhal is part of Tasty Peach collection. Premium quality stuffed animals for play. These plushies are soft, cuddly and cute.",http://auroragift.com/cdn/shop/files/14299.jpg?v=1750265186,
92943143128,Green Tea Meowchi - Sweet Tasty Peach Plush - Aurora,"Green Tea Meowchi plush from the Tasty Peach collection is a soft green plush cat inspired by sweet treats and kawaii culture, perfect for gifting.",http://auroragift.com/cdn/shop/files/14270.jpg?v=1750266320,
92943143135,Marble Soda Meowchi - Fizzy Tasty Peach Plushies - Aurora,"Indulge in the Marble Soda Meowchi plush, a plushie bubbling with vibrant blue, playful freckles, and the fizzy joy of your favorite sweet soda!",http://auroragift.com/cdn/shop/products/14313.jpg?v=1750264160,
92943143166,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943143173,Dragon Fruit Nomwhal - Vibrant Tasty Peach Plushies - Aurora,"Meet the Dragon Fruit Nomwhal! A vibrant plushie echoing the fuchsia hues of dragon fruit, it's your burst of colorful, cuddly excitement.",http://auroragift.com/cdn/shop/products/14317.jpg?v=1750264154,
92943143180,"Aurora® - Tasty Peach® - 7"" Pineapple Nomwhal","This blissful Pineapple Nomwhal is thinking of its next sweet treat! This Pineapple nomwhal is a cute mix of a magical narwhal and a sweet pineapple! Immensely soft, overstuffed, and made from a super soft minky fabric!",http://auroragift.com/cdn/shop/products/14291_c8e145c5-55af-4e79-85ad-533a076080e6.jpg?v=1750265852,
92943152335,Grinch Armature - Whimsical Dr. Seuss Plush Toys - Aurora,"Grinch Armature from Dr. Seuss - a posable Grinch plush toy for hilarious poses. In iconic green, he's set for holiday antics. A collector's festive joy.",http://auroragift.com/cdn/shop/products/15233.jpg?v=1750264122,
92943152618,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943153967,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943153974,Stress Ball Grinch - Humorous Dr. Seuss Plush - Aurora,"Relieve stress with humor using the 'Stress Ball Grinch - Resting Grinch Face', a playful, durable Dr. Seuss-themed stress ball.",http://auroragift.com/cdn/shop/products/15266.jpg?v=1750262920,
92943154117,Aurora® - Raggedy Ann & Raggedy Andy® - Raggedy Ann Classic,"The same soft, huggable Raggedy Ann you played with as a child is back to delight the imagination of a new generation. This charming replica captures all the authenticity of the original, which was created by John Gruelle. Everything from the dolls' button eyes, looped yarn hair, and carefully crafted outfits, will hav",http://auroragift.com/cdn/shop/files/15411a_b7cf9071-7c46-45d7-b92e-24e72dce9db3.jpg?v=1750261867,
92943154124,Aurora® - Raggedy Ann & Raggedy Andy® - Raggedy Ann Classic,"The same soft, huggable Raggedy Ann you played with as a child is back to delight the imagination of a new generation. This charming replica captures all the authenticity of the original, which was created by John Gruelle. Everything from the dolls' button eyes, looped yarn hair, and carefully crafted outfits, will hav",http://auroragift.com/cdn/shop/files/15411a_b7cf9071-7c46-45d7-b92e-24e72dce9db3.jpg?v=1750261867,
92943154155,Aurora® - Raggedy Ann & Raggedy Andy® - Raggedy Ann Classic,"The same soft, huggable Raggedy Ann you played with as a child is back to delight the imagination of a new generation. This charming replica captures all the authenticity of the original, which was created by John Gruelle. Everything from the dolls' button eyes, looped yarn hair, and carefully crafted outfits, will hav",http://auroragift.com/cdn/shop/files/15411a_b7cf9071-7c46-45d7-b92e-24e72dce9db3.jpg?v=1750261867,
92943154162,Aurora® - Raggedy Ann & Raggedy Andy® - Raggedy Ann Classic,"The same soft, huggable Raggedy Ann you played with as a child is back to delight the imagination of a new generation. This charming replica captures all the authenticity of the original, which was created by John Gruelle. Everything from the dolls' button eyes, looped yarn hair, and carefully crafted outfits, will hav",http://auroragift.com/cdn/shop/files/15411a_b7cf9071-7c46-45d7-b92e-24e72dce9db3.jpg?v=1750261867,
92943155916,Baby Evie w/ Bib - Licensed Peppa Pig Plush - Aurora,"Cuddle up with Baby Evie with Bib from the Peppa Pig Collection! Dressed in soft mint green with a cute purple bib, perfect for fans of Peppa’s adorable world.",http://auroragift.com/cdn/shop/files/44414.jpg?v=1769206783,
92943157033,Bacon Piggy - Adorable Precious Moments Plush - Aurora,"Bacon Piggy plush from Precious Moments features soft pink fur and a sweet snout, perfect for cuddles and keepsake gifts.",http://auroragift.com/cdn/shop/products/15703_cadb101a-9cc2-4c28-bb3a-0a443457c9f5.jpg?v=1750266886,
92943157101,Hamilton Lion - Charming Precious Moments Plush - Aurora,"Hamilton Lion stuffed animal from Precious Moments has golden fur, a fluffy mane, and soulful eyes for heartfelt snuggles. Get yours today!",http://auroragift.com/cdn/shop/products/15710_23cfed1d-dde5-4fee-89ba-387e4d7f2c0e.jpg?v=1750266883,
92943157538,Squishy Tuk Elephant - Adorable Precious Moments Plushies - Aurora,"Meet Squishy Tuk Elephant from Precious Moments, a gray, huggable friend with iconic twinkling eyes and a ""Tons of Love"" hang tag! Ready for love and cuddles!",http://auroragift.com/cdn/shop/files/15875.jpg?v=1750264085,
92943157767,Squishy Tuk Elephant - Adorable Precious Moments Plushies - Aurora,"Meet Squishy Tuk Elephant from Precious Moments, a gray, huggable friend with iconic twinkling eyes and a ""Tons of Love"" hang tag! Ready for love and cuddles!",http://auroragift.com/cdn/shop/files/15875.jpg?v=1750264085,
92943158016,Malakai Wolf - Lovable Precious Moments Plush - Aurora,"Malakai Wolf plush from Precious Moments has grey and white fur, a fluffy tail, and bright eyes full of warmth and confidence.",http://auroragift.com/cdn/shop/products/15801_19d8c38e-fe3a-454f-852a-abfca559d4f7.jpg?v=1750266761,
92943158030,Bella Pug - Cute Precious Moments Plush - Aurora,"Bella Pug stuffed animal from Precious Moments features beige fur, a black face, and a pink tongue for a lovable, playful look.",http://auroragift.com/cdn/shop/products/15803_427f5d90-f4a5-408b-ba71-bed2730e3b63.jpg?v=1750266762,
92943158566,Lottie Axolotl - Enchanting Precious Moments Plushies - Aurora,"Soft pink Lottie Axolotl plush, with sparkling foot pads and iconic teardrop eyes, shares a whimsical message: ""Love You A-Lottie"" from Precious Moments.",http://auroragift.com/cdn/shop/products/15856.jpg?v=1750264117,
92943158597,Daniel Spaniel - Heart-melting Precious Moments Plushies - Aurora,"Cheerful Daniel Spaniel plush, with a tan coat, droopy ears, and heart-melting teardrop eyes, shares the complimentary ""Doggone Sweet!"" from Precious Moments.",http://auroragift.com/cdn/shop/products/15859.jpg?v=1750264110,
92943158610,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943158672,Squishy Raffie Giraffe - Adorable Precious Moments Plushies - Aurora,"Meet Squishy Raffie Giraffe from Precious Moments with classic patterns, an elegant neck, magical teardrop eyes, and a motivational ""Keep Looking Up"" hang tag!",http://auroragift.com/cdn/shop/files/15876.jpg?v=1750264084,
92943158702,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943158726,Luffie Lamb - Eco-Friendly Precious Moments Plushies - Aurora,"Meet Luffie Lamb from Precious Moments, an eco-friendly plush with a pristine white coat, iconic teardrop eyes, and a ""Heaven's Blessing"" hang tag.",http://auroragift.com/cdn/shop/files/15872.jpg?v=1750264090,
92943159013,Aurora World Plush - Grinch - Dr. Seuss,"Online Toy Store - This premium quality plush Grinch is part of Dr. Seuss collection. Premium quality stuffed animals for play. These plushies are soft, cuddly and cute.",http://auroragift.com/cdn/shop/products/15391_3f50b9c2-480b-4b9c-9a17-2238b429ebce.jpg?v=1750265161,
92943159105,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943159129,"Aurora® - Dr. Seuss™ - 12"" Thing One Thing Two","The Thing One and Thing Two plush from the Officially Licensed Dr. Seuss collection by Aurora captures the playful chaos of one of the most iconic characters from ""Cat in the Hat."" Dressed in a bright red suit with the ""Thing 1"" or ""Thing 2"" label clearly displayed, and sporting wild blue hair, this plush perfectly emb",http://auroragift.com/cdn/shop/files/15912_d88f533b-2e1a-4e8a-b8ad-de2e8b134ddb.jpg?v=1750261882,
92943159136,"Aurora® - Dr. Seuss™ - 12"" Thing One Thing Two","The Thing One and Thing Two plush from the Officially Licensed Dr. Seuss collection by Aurora captures the playful chaos of one of the most iconic characters from ""Cat in the Hat."" Dressed in a bright red suit with the ""Thing 1"" or ""Thing 2"" label clearly displayed, and sporting wild blue hair, this plush perfectly emb",http://auroragift.com/cdn/shop/files/15912_d88f533b-2e1a-4e8a-b8ad-de2e8b134ddb.jpg?v=1750261882,
92943159150,The Lorax - Wise Dr. Seuss Plush - Aurora,"Meet The Lorax plush from Dr. Seuss by Aurora, with fluffy orange fur and a creamy mustache, inspiring environmental care!",http://auroragift.com/cdn/shop/products/15920_565af7f3-07db-402d-a25e-0082297207a2.jpg?v=1750266684,
92943159525,Aurora® - Dr. Seuss™ - Grinch,"This Grinch plush from the Officially Licensed Dr. Seuss collection by Aurora brings to life the mischievous and iconic character from ""How the Grinch Stole Christmas!"" Available in multiple sizes, this plush captures the essence of the Grinch with his signature green fur and sly grin, perfectly embodying his unique ch",http://auroragift.com/cdn/shop/files/15979_19705352-c861-4c9a-82ee-37b5f894d4a5.jpg?v=1750261887,
92943159693,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943159716,Baby Evie w/ Bib - Licensed Peppa Pig Plush - Aurora,"Cuddle up with Baby Evie with Bib from the Peppa Pig Collection! Dressed in soft mint green with a cute purple bib, perfect for fans of Peppa’s adorable world.",http://auroragift.com/cdn/shop/files/44414.jpg?v=1769206783,
92943159761,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943159792,Aurora® - Dr. Seuss™ - Grinch,"This Grinch plush from the Officially Licensed Dr. Seuss collection by Aurora brings to life the mischievous and iconic character from ""How the Grinch Stole Christmas!"" Available in multiple sizes, this plush captures the essence of the Grinch with his signature green fur and sly grin, perfectly embodying his unique ch",http://auroragift.com/cdn/shop/files/15979_19705352-c861-4c9a-82ee-37b5f894d4a5.jpg?v=1750261887,
92943159853,Baby Evie w/ Bib - Licensed Peppa Pig Plush - Aurora,"Cuddle up with Baby Evie with Bib from the Peppa Pig Collection! Dressed in soft mint green with a cute purple bib, perfect for fans of Peppa’s adorable world.",http://auroragift.com/cdn/shop/files/44414.jpg?v=1769206783,
92943159860,Baby Evie w/ Bib - Licensed Peppa Pig Plush - Aurora,"Cuddle up with Baby Evie with Bib from the Peppa Pig Collection! Dressed in soft mint green with a cute purple bib, perfect for fans of Peppa’s adorable world.",http://auroragift.com/cdn/shop/files/44414.jpg?v=1769206783,
92943159891,"Aurora® - Dr. Seuss™ - 16"" Merry Grinchmas Grinch","You're a mean one, Mr Grinch! Bring home Christmas's most infamous character with this adorable take on the Dr. Seuss classic! This Grinch Santa comes in his iconic, red santa outfit with Merry Grinchmas embroidered in the center.",http://auroragift.com/cdn/shop/products/15989_504c1412-837d-4c9e-b4cc-27f43ab5c646.jpg?v=1750265375,
92943159907,Baby Evie w/ Bib - Licensed Peppa Pig Plush - Aurora,"Cuddle up with Baby Evie with Bib from the Peppa Pig Collection! Dressed in soft mint green with a cute purple bib, perfect for fans of Peppa’s adorable world.",http://auroragift.com/cdn/shop/files/44414.jpg?v=1769206783,
92943159914,Baby Evie w/ Bib - Licensed Peppa Pig Plush - Aurora,"Cuddle up with Baby Evie with Bib from the Peppa Pig Collection! Dressed in soft mint green with a cute purple bib, perfect for fans of Peppa’s adorable world.",http://auroragift.com/cdn/shop/files/44414.jpg?v=1769206783,
92943205079,ebba™ - Fur-Ebba™ - Kori Bear,"Meet Kori Bear, the quintessential teddy bear designed to be your lifelong companion. With its luxuriously soft fur and versatile design, Kori Bear is an essential addition to any cuddle collection. Available in four charming colors – blue, pink, grey and brown – each Kori Bear stands at a cozy 13 inches tall, making i",http://auroragift.com/cdn/shop/products/23403a.jpg?v=1750263695,
92943205086,"ebba™ - Eco ebba™ - 12"" Sydney Stego™","Sydney Stego from Eco ebba is a delightful plush dinosaur, made entirely from recycled materials to provide a sustainable and eco-friendly toy option for children. This bright blue stegosaurus with vibrant teal spikes offers both visual appeal and tactile exploration, encouraging sensory development in young ones. Its",http://auroragift.com/cdn/shop/files/23372.jpg?v=1750263746,
92943208339,Cassie Daisy Cat - Tired Spudsters Plush - Aurora,"Unwind with Cassie Daisy Cat plush, the pastel plush full of cozy charm. Add this Spudsters by Aurora plush to your collection today!",http://auroragift.com/cdn/shop/files/34428.jpg?v=1767808806,
92943208346,Loppy Giraffe Musicals - Soothing Plush Baby Toy - ebba,"Musical giraffe plush from ebba, with soft fur and elegant trims, soothes baby to sleep with gentle lullaby music.",http://auroragift.com/cdn/shop/products/20834_15260faf-f689-40d3-b644-fe864d7b1d2e.jpg?v=1750264460,
92943208766,Coby Cow - Soft Cuddlers Baby Plush - ebba,"Meet Coby Cow from Cuddlers by ebba, a plush in two-toned grey and white, ultra-soft for cuddles and easy to grasp!",http://auroragift.com/cdn/shop/files/20876.jpg?v=1750264446,
92943209817,Lil Stripeez Grayson - Puppy Plush Baby Toy - ebba,"Soft grey and white puppy plush from ebba with striped arms, designed for cuddling, play, and baby’s sensory growth.",http://auroragift.com/cdn/shop/files/20982_488b822c-27ca-4012-9716-ba7cbe7e805f.jpg?v=1750262422,
92943209824,Lil Stripeez Grayson - Puppy Plush Baby Toy - ebba,"Soft grey and white puppy plush from ebba with striped arms, designed for cuddling, play, and baby’s sensory growth.",http://auroragift.com/cdn/shop/files/20982_488b822c-27ca-4012-9716-ba7cbe7e805f.jpg?v=1750262422,
92943209855,ebba™ - Huggy Bear™,"Crafted from ultra-soft blue plush, Huggy Bear by ebba offers a delightful sensory experience with its uniquely textured fur, ideal for little hands to explore. This adorable bear is designed with a friendly expression and a snugly build, making it a perfect cuddling companion for children. Durable and safe for babies,",http://auroragift.com/cdn/shop/files/20988.jpg?v=1750261999,
92943209862,ebba™ - Huggy Bear™,"Crafted from ultra-soft blue plush, Huggy Bear by ebba offers a delightful sensory experience with its uniquely textured fur, ideal for little hands to explore. This adorable bear is designed with a friendly expression and a snugly build, making it a perfect cuddling companion for children. Durable and safe for babies,",http://auroragift.com/cdn/shop/files/20988.jpg?v=1750261999,
92943209886,"ebba™ - Huggy Collection™ - 16"" Bear Luvster","Bear Luvster from the Huggy Collection by ebba combines the comforting features of a plush toy with the practicality of a baby blanket. This blue, bear-shaped plush is adorned with a soft blanket body, featuring cream accents for visual contrast and sensory variety. Perfectly sized for small arms, it is made with premi",http://auroragift.com/cdn/shop/products/23385_b1388a42-fa15-4684-91a4-dd25cc872cda.jpg?v=1750261996,
