Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Department,Category,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
,,ELEPHANT EXPLORE CRAWL,ELEPHANT EXPLORE CRAWL,ELEPHANT EXPLORE CRAWL,ELEPHANT EXPLORE CRAWL,Baby & Toddler Toys,,,VTECH,VTECH,3417765332005,3417765332005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTech Touch & Teach Sea Turtle,VTech Touch & Teach Sea Turtle,VTech Touch & Teach Sea Turtle,VTech Touch & Teach Sea Turtle,Baby & Toddler Toys,,,VTECH,VTECH,3417765334009,3417765334009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vtech Pop & Count Ball Pit,Vtech Pop & Count Ball Pit,Vtech Pop & Count Ball Pit,Vtech Pop & Count Ball Pit,Baby & Toddler Toys,,,VTECH,VTECH,3417765336003,3417765336003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH STUNT SPIRAL,VTECH STUNT SPIRAL,VTECH STUNT SPIRAL,VTECH STUNT SPIRAL,Baby & Toddler Toys,,,VTECH,VTECH,3417765349003,3417765349003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"VTech Zoo Jamz Tiger Rock Guitar, Orange","VTech Zoo Jamz Tiger Rock Guitar, Orange","VTech Zoo Jamz Tiger Rock Guitar, Orange","VTech Zoo Jamz Tiger Rock Guitar, Orange",Baby & Toddler Toys,,,VTECH,VTECH,3417765378003,3417765378003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTech PAW Patrol: the Movie: Learning Phone with Voice Activation,VTech PAW Patrol: the Movie: Learning Phone with Voice Activation,VTech PAW Patrol: the Movie: Learning Phone with Voice Activation,VTech PAW Patrol: the Movie: Learning Phone with Voice Activation,Baby & Toddler Toys,,,VTECH,VTECH,3417765393006,3417765393006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIDIZOOM Camera Pix Plus,KIDIZOOM Camera Pix Plus,KIDIZOOM Camera Pix Plus,KIDIZOOM Camera Pix Plus,Baby & Toddler Toys,,,VTECH,VTECH,3417765489006,3417765489006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,,Kick and score playgym,Kick and score playgym,Kick and score playgym,Kick and score playgym,Baby & Toddler Toys,,,VTECH,VTECH,3417765501005,3417765501005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DRILL &LEARN TOOLBOX PRO,DRILL &LEARN TOOLBOX PRO,DRILL &LEARN TOOLBOX PRO,DRILL &LEARN TOOLBOX PRO,Baby & Toddler Toys,,,VTECH,VTECH,3417765509001,3417765509001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH KARAOKE MICROPHONE,VTECH KARAOKE MICROPHONE,VTECH KARAOKE MICROPHONE,VTECH KARAOKE MICROPHONE,Baby & Toddler Toys,,,VTECH,VTECH,3417765510601,3417765510601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMART CHART MEDICAL KIT,SMART CHART MEDICAL KIT,SMART CHART MEDICAL KIT,SMART CHART MEDICAL KIT,Baby & Toddler Toys,,,VTECH,VTECH,3417765521003,3417765521003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH POP & SPIN MOWER,VTECH POP & SPIN MOWER,VTECH POP & SPIN MOWER,VTECH POP & SPIN MOWER,Baby & Toddler Toys,,,VTECH,VTECH,3417765526008,3417765526008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,my first kidi smartwatch,my first kidi smartwatch,my first kidi smartwatch,my first kidi smartwatch,Baby & Toddler Toys,,,VTECH,VTECH,3417765528002,3417765528002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-552816,,VTech My First Kidi Smartwatch Blue,VTech My First Kidi Smartwatch Blue,VTech My First Kidi Smartwatch Blue,VTech My First Kidi Smartwatch Blue,Baby & Toddler Toys,,,VTECH,VTECH,3417765528064,3417765528064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-552816,,Vtech : My First Kidi Smartwatch Purple,Vtech : My First Kidi Smartwatch Purple,Vtech : My First Kidi Smartwatch Purple,Vtech : My First Kidi Smartwatch Purple,Baby & Toddler Toys,,,VTECH,VTECH,3417765528163,3417765528163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LEAP FROG GET READY FOR SCHOOL,LEAP FROG GET READY FOR SCHOOL,LEAP FROG GET READY FOR SCHOOL,LEAP FROG GET READY FOR SCHOOL,Baby & Toddler Toys,,,VTECH,VTECH,3417766023001,3417766023001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-615300,,LeapFrog Interactive Learning Easel,LeapFrog Interactive Learning Easel,LeapFrog Interactive Learning Easel,LeapFrog Interactive Learning Easel,Baby & Toddler Toys,,,VTECH,VTECH,3417766153005,3417766153005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,World Map,World Map,World Map,World Map,Baby & Toddler Toys,,,VTECH,VTECH,3417766157003,3417766157003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-615935,,Leap Globe Touch,Leap Globe Touch,Leap Globe Touch,Leap Globe Touch,Baby & Toddler Toys,,,VTECH,VTECH,3417766159359,3417766159359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-616300,,spining lights letter ring,spining lights letter ring,spining lights letter ring,spining lights letter ring,Baby & Toddler Toys,,,VTECH,VTECH,3417766163004,3417766163004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,vtech Video Baby Monitor,vtech Video Baby Monitor,vtech Video Baby Monitor,vtech Video Baby Monitor,Baby & Toddler Toys,,,VTECH,VTECH,735078047632,735078047632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LeapFrog Slide-To-Read ABC Flash Cards,LeapFrog Slide-To-Read ABC Flash Cards,LeapFrog Slide-To-Read ABC Flash Cards,LeapFrog Slide-To-Read ABC Flash Cards,Baby & Toddler Toys,,,VTECH,VTECH,3417766168009,3417766168009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vtech Toddler Tech Laptop,Vtech Toddler Tech Laptop,Vtech Toddler Tech Laptop,Vtech Toddler Tech Laptop,Baby & Toddler Toys,,,VTECH,VTECH,3417765247002,3417765247002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH MY FIRST KIDI SMARTWATCH,VTECH MY FIRST KIDI SMARTWATCH,VTECH MY FIRST KIDI SMARTWATCH,VTECH MY FIRST KIDI SMARTWATCH,Baby & Toddler Toys,,,VTECH,VTECH,3417765528101,3417765528101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LEAP FROG: A TO Z LEARN WITH ME DICTIONARY,LEAP FROG: A TO Z LEARN WITH ME DICTIONARY,LEAP FROG: A TO Z LEARN WITH ME DICTIONARY,LEAP FROG: A TO Z LEARN WITH ME DICTIONARY,Baby & Toddler Toys,,,VTECH,VTECH,3417766144003,3417766144003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH VIDEO & AUDIO BABY MONITOR,VTECH VIDEO & AUDIO BABY MONITOR,VTECH VIDEO & AUDIO BABY MONITOR,VTECH VIDEO & AUDIO BABY MONITOR,Baby & Toddler Toys,,,VTECH,VTECH,735078033277,735078033277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH PRANCE & ROCK LEARNING UNICORN,VTECH PRANCE & ROCK LEARNING UNICORN,VTECH PRANCE & ROCK LEARNING UNICORN,VTECH PRANCE & ROCK LEARNING UNICORN,Baby & Toddler Toys,,,VTECH,VTECH,3417761923009,3417761923009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VTECH RESCUE DRIVER ATV & FIRE TRUCK,VTECH RESCUE DRIVER ATV & FIRE TRUCK,VTECH RESCUE DRIVER ATV & FIRE TRUCK,VTECH RESCUE DRIVER ATV & FIRE TRUCK,Baby & Toddler Toys,,,VTECH,VTECH,3417765427008,3417765427008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vtech Kidizoom PrintCam,Vtech Kidizoom PrintCam,Vtech Kidizoom PrintCam,Vtech Kidizoom PrintCam,Baby & Toddler Toys,,,VTECH,VTECH,3417765491009,3417765491009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZOO JAMZ GIRAFFE PIANO,ZOO JAMZ GIRAFFE PIANO,ZOO JAMZ GIRAFFE PIANO,ZOO JAMZ GIRAFFE PIANO,Baby & Toddler Toys,,,VTECH,VTECH,3417765603006,3417765603006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RACE & DISCOVER DRIVER GAMES,RACE & DISCOVER DRIVER GAMES,RACE & DISCOVER DRIVER GAMES,RACE & DISCOVER DRIVER GAMES,Baby & Toddler Toys,,,VTECH,VTECH,3417765589003,3417765589003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
