UPC Code,Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Department,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
786138705931,,3395,Kiddie Chair Purple,Kiddie Chair Purple,Kiddie Chair Purple,Kiddie Chair Purple,Others,Outdoor Play,Outdoor Gear,PLAYKIDIZ ,PLAYKIDIZ ,786138705931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138803132,,3128-B,PUDDLE JUMPER BLUE,PUDDLE JUMPER BLUE,PUDDLE JUMPER BLUE,PUDDLE JUMPER BLUE,Others,Outdoor Play,Water & Summer Fun,PLAYKIDIZ ,PLAYKIDIZ ,786138803132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705962,,3398,Kiddie Chair Blue,Kiddie Chair Blue,Kiddie Chair Blue,Kiddie Chair Blue,Others,Outdoor Play,Outdoor Gear,PLAYKIDIZ ,PLAYKIDIZ ,786138705962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803553,,3202,BOUNCE N CATCH,BOUNCE N CATCH,BOUNCE N CATCH,BOUNCE N CATCH,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700875,,3094,HEAVY CONSTRUCTION TRUCKS,HEAVY CONSTRUCTION TRUCKS,HEAVY CONSTRUCTION TRUCKS,HEAVY CONSTRUCTION TRUCKS,Others,Outdoor Play,Outdoor Gear,PLAYKIDIZ ,PLAYKIDIZ ,786138700875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705948,,3396,Kiddie Chair Red,Kiddie Chair Red,Kiddie Chair Red,Kiddie Chair Red,Others,Outdoor Play,Water & Summer Fun,PLAYKIDIZ ,PLAYKIDIZ ,786138705948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138803149,,3128-P,PUDDLE JUMPER PINK,PUDDLE JUMPER PINK,PUDDLE JUMPER PINK,PUDDLE JUMPER PINK,Others,Outdoor Play,Outdoor Gear,PLAYKIDIZ ,PLAYKIDIZ ,786138803149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138105367,,3002,SLEEPING BAG,SLEEPING BAG,SLEEPING BAG,SLEEPING BAG,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138105367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804406,,3248,SUPER SPEED RACE,SUPER SPEED RACE,SUPER SPEED RACE,SUPER SPEED RACE,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138804406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138100928,,OM202,MINI BRAINYMAZE,MINI BRAINYMAZE,MINI BRAINYMAZE,MINI BRAINYMAZE,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138100928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803881,,3223,WATER GAME,WATER GAME,WATER GAME,WATER GAME,Others,Outdoor Play,Water & Summer Fun,PLAYKIDIZ ,PLAYKIDIZ ,086138803881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804086,,3054,BEACH SAND SET BLUE,BEACH SAND SET BLUE,BEACH SAND SET BLUE,BEACH SAND SET BLUE,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138804086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138106562,,2004,ZOOM BALL,ZOOM BALL,ZOOM BALL,ZOOM BALL,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138106562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803737,,3208,MAGNETIC TRAVEL PLAY,MAGNETIC TRAVEL PLAY,MAGNETIC TRAVEL PLAY,MAGNETIC TRAVEL PLAY,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804512,,3256,FRISBEE,FRISBEE,FRISBEE,FRISBEE,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,086138804512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706297,,3424,Jump Rope,Jump Rope,Jump Rope,Jump Rope,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,786138706297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706303,,3425,Chinese Jump Rope,Chinese Jump Rope,Chinese Jump Rope,Chinese Jump Rope,Others,Outdoor Play,Sports & Active Play,PLAYKIDIZ ,PLAYKIDIZ ,786138706303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706310,,3426,Rainbow Chinese Jump Rope,Rainbow Chinese Jump Rope,Rainbow Chinese Jump Rope,Rainbow Chinese Jump Rope,Others,Outdoor Play,Water & Summer Fun,PLAYKIDIZ ,PLAYKIDIZ ,786138706310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707041,,3449,Mist Spray,Mist Spray,Mist Spray,Mist Spray,Others,Outdoor Play,Water & Summer Fun,PLAYKIDIZ ,PLAYKIDIZ ,786138707041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707713,,YW154778,WATER SPRAY FAN,WATER SPRAY FAN,WATER SPRAY FAN,WATER SPRAY FAN,Others,Outdoor Play,Ride-On & Bikes,PLAYKIDIZ ,PLAYKIDIZ ,786138707713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700264,,3064,CLEANING PLAY SET,CLEANING PLAY SET,CLEANING PLAY SET,CLEANING PLAY SET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700639,,3080,MY FIRST PRINCESS PLAY MAKE UP,MY FIRST PRINCESS PLAY MAKE UP,MY FIRST PRINCESS PLAY MAKE UP,MY FIRST PRINCESS PLAY MAKE UP,Others,Pretend Play & Dress Up,Dress-Up Sets,PLAYKIDIZ ,PLAYKIDIZ ,786138700639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703111,,3296,PLAY HELPER DELUXE CLEANING SET,PLAY HELPER DELUXE CLEANING SET,PLAY HELPER DELUXE CLEANING SET,PLAY HELPER DELUXE CLEANING SET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138703111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705672,,PK-3384,Playkidiz Shopping Cart With Food,Playkidiz Shopping Cart With Food,Playkidiz Shopping Cart With Food,Playkidiz Shopping Cart With Food,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138705672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700851,,3092,MY FIRST PURSE (hard),MY FIRST PURSE (hard),MY FIRST PURSE (hard),MY FIRST PURSE (hard),Others,Pretend Play & Dress Up,Dress-Up Sets,PLAYKIDIZ ,PLAYKIDIZ ,786138700851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705689,,PK-3385,144 PC DELUXE FOOD SET,144 PC DELUXE FOOD SET,144 PC DELUXE FOOD SET,144 PC DELUXE FOOD SET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138705689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802839,,3039,DELUXE TOOL SET,DELUXE TOOL SET,DELUXE TOOL SET,DELUXE TOOL SET,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,086138802839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802921,,PK-3045,PRINCESS CHEST,PRINCESS CHEST,PRINCESS CHEST,PRINCESS CHEST,Others,Pretend Play & Dress Up,Dress-Up Sets,PLAYKIDIZ ,PLAYKIDIZ ,086138802921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802426,,3032,MY FIRST PRINCESS REAL MAKE UP,MY FIRST PRINCESS REAL MAKE UP,MY FIRST PRINCESS REAL MAKE UP,MY FIRST PRINCESS REAL MAKE UP,Others,Pretend Play & Dress Up,Dress-Up Sets,PLAYKIDIZ ,PLAYKIDIZ ,086138802426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803065,,3051,PLAY MONEY,PLAY MONEY,PLAY MONEY,PLAY MONEY,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803058,,3050,PLAYMONEY,PLAYMONEY,PLAYMONEY,PLAYMONEY,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700509,,PK-3075,TOOL SET STORAGE CADDY,TOOL SET STORAGE CADDY,TOOL SET STORAGE CADDY,TOOL SET STORAGE CADDY,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702176,,PK-3280,My First Purse Set 7pc,My First Purse Set 7pc,My First Purse Set 7pc,My First Purse Set 7pc,Others,Pretend Play & Dress Up,Dress-Up Sets,PLAYKIDIZ ,PLAYKIDIZ ,786138702176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703098,,3294,PLAY HELPER CADDY SET,PLAY HELPER CADDY SET,PLAY HELPER CADDY SET,PLAY HELPER CADDY SET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138703098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703173,,3302 MEGA SET,LAUNDRY PLAYSET,LAUNDRY PLAYSET,LAUNDRY PLAYSET,LAUNDRY PLAYSET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138703173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705658,,PK-3382,Shopping Cart Basket,Shopping Cart Basket,Shopping Cart Basket,Shopping Cart Basket,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138705658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700196,,3047,PLAY MONEY PACK,PLAY MONEY PACK,PLAY MONEY PACK,PLAY MONEY PACK,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700868,,3093,MAGIC SURPRISE MIRROR SET,MAGIC SURPRISE MIRROR SET,MAGIC SURPRISE MIRROR SET,MAGIC SURPRISE MIRROR SET,Others,Pretend Play & Dress Up,Dress-Up Sets,PLAYKIDIZ ,PLAYKIDIZ ,786138700868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701285,,PK-3200,CASH REGISTER,CASH REGISTER,CASH REGISTER,CASH REGISTER,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138701285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703135,,3298 Mixer/Toaster,BREAKFAST PLAYSET,BREAKFAST PLAYSET,BREAKFAST PLAYSET,BREAKFAST PLAYSET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138703135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705696,,PK-3386,DELUXE SHOPPING CART W REGISTER,DELUXE SHOPPING CART W REGISTER,DELUXE SHOPPING CART W REGISTER,DELUXE SHOPPING CART W REGISTER,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138705696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703159,,3300 WASH MACHINE AND CLOTHING,WASHER PLAYSET,WASHER PLAYSET,WASHER PLAYSET,WASHER PLAYSET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138703159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700752,,3089,Scan & Talk Cash Register / Blue,Scan & Talk Cash Register / Blue,Scan & Talk Cash Register / Blue,Scan & Talk Cash Register / Blue,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701339,,3205,TREATS BUCKET PLAY FOOD SET,TREATS BUCKET PLAY FOOD SET,TREATS BUCKET PLAY FOOD SET,TREATS BUCKET PLAY FOOD SET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138701339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705665,,PK-3383,Shopping Cart W Register,Shopping Cart W Register,Shopping Cart W Register,Shopping Cart W Register,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138705665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138106678,,PK-3484,STAINLESS STEEL POTS & PANS,STAINLESS STEEL POTS & PANS,STAINLESS STEEL POTS & PANS,STAINLESS STEEL POTS & PANS,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138106678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802860,,3042,MY FOOD PLAYSET 100PC,MY FOOD PLAYSET 100PC,MY FOOD PLAYSET 100PC,MY FOOD PLAYSET 100PC,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138802860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803034,,3048,PLAY MONEY-$100 BILLS,PLAY MONEY-$100 BILLS,PLAY MONEY-$100 BILLS,PLAY MONEY-$100 BILLS,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804246,,PK-3058,TOOL SET,TOOL SET,TOOL SET,TOOL SET,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,086138804246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803041,,3049,PLAY MONEY-$1 BILLS,PLAY MONEY-$1 BILLS,PLAY MONEY-$1 BILLS,PLAY MONEY-$1 BILLS,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700479,,3073,SHOPPING CART WITH FOOD,SHOPPING CART WITH FOOD,SHOPPING CART WITH FOOD,SHOPPING CART WITH FOOD,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138700479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701292,,3201,DELUXE CASH REGISTER,DELUXE CASH REGISTER,DELUXE CASH REGISTER,DELUXE CASH REGISTER,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138701292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138705702,,PK-3387,DELUXE CLEANING SET 12 pc.,DELUXE CLEANING SET 12 pc.,DELUXE CLEANING SET 12 pc.,DELUXE CLEANING SET 12 pc.,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138705702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702053,,3218,MY FIRST MEDICAL KIT,MY FIRST MEDICAL KIT,MY FIRST MEDICAL KIT,MY FIRST MEDICAL KIT,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,786138702053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802846,,PK-3040,CUTTING FRUIT & VEG BASKET,CUTTING FRUIT & VEG BASKET,CUTTING FRUIT & VEG BASKET,CUTTING FRUIT & VEG BASKET,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138802846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803072,,3052,PLAY MONEY,PLAY MONEY,PLAY MONEY,PLAY MONEY,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802853,,3041,MY FOOD PLAYSET 150PCS,MY FOOD PLAYSET 150PCS,MY FOOD PLAYSET 150PCS,MY FOOD PLAYSET 150PCS,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138802853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803027,,3047,PLAY MONEY,PLAY MONEY,PLAY MONEY,PLAY MONEY,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138803027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707737,,PK-3466,Doctor Kit Carry Case,Doctor Kit Carry Case,Doctor Kit Carry Case,Doctor Kit Carry Case,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,786138707737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707744,,3467,Vacuum Cleaner Set,Vacuum Cleaner Set,Vacuum Cleaner Set,Vacuum Cleaner Set,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138707744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707751,,3468,Chop Fruit & Veggies in Basket,Chop Fruit & Veggies in Basket,Chop Fruit & Veggies in Basket,Chop Fruit & Veggies in Basket,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138707751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707768,,PK-3469,Electronic Tool Carry Case Set,Electronic Tool Carry Case Set,Electronic Tool Carry Case Set,Electronic Tool Carry Case Set,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,786138707768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138707836,,3470,Scan & Talk Cash Register / Pink,Scan & Talk Cash Register / Pink,Scan & Talk Cash Register / Pink,Scan & Talk Cash Register / Pink,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138707836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708420,,PK-3485,Picnic on-the-go Dishes set,Picnic on-the-go Dishes set,Picnic on-the-go Dishes set,Picnic on-the-go Dishes set,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138708420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708437,,3486,Dish Drainer,Dish Drainer,Dish Drainer,Dish Drainer,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138708437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708444,,3487,Deluxe Dishes Playset,Deluxe Dishes Playset,Deluxe Dishes Playset,Deluxe Dishes Playset,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138708444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708451,,3488,Cutlery Playset,Cutlery Playset,Cutlery Playset,Cutlery Playset,Others,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,786138708451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708673,,PK-3509,Junior Handyman Tool Belt Set,Junior Handyman Tool Belt Set,Junior Handyman Tool Belt Set,Junior Handyman Tool Belt Set,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,786138708673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708680,,PK-3510,Junior Handyman Deluxe Tool Belt Set,Junior Handyman Deluxe Tool Belt Set,Junior Handyman Deluxe Tool Belt Set,Junior Handyman Deluxe Tool Belt Set,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,786138708680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708697,,PK-3511,Junior Handyman Grand Tool Belt Set,Junior Handyman Grand Tool Belt Set,Junior Handyman Grand Tool Belt Set,Junior Handyman Grand Tool Belt Set,Others,Pretend Play & Dress Up,Community Helpers Play,PLAYKIDIZ ,PLAYKIDIZ ,786138708697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804529,,3257,EGGBEATER,EGGBEATER,EGGBEATER,EGGBEATER,Fidgets,Pretend Play & Dress Up,Home & Everyday Play,PLAYKIDIZ ,PLAYKIDIZ ,086138804529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706051,,3407,Tubo Pop Large (24 Pack),Tubo Pop Large (24 Pack),Tubo Pop Large (24 Pack),Tubo Pop Large (24 Pack),Others,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138706051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703555,,3325,Crystal stress 7cm color lines ball,Crystal stress 7cm color lines ball,Crystal stress 7cm color lines ball,Crystal stress 7cm color lines ball,Others,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138703555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706075,,PK-3409,Tubo Pop Mini (8 Pack),Tubo Pop Mini (8 Pack),Tubo Pop Mini (8 Pack),Tubo Pop Mini (8 Pack),Others,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138706075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138703449,,PK-3314,Color Change Squisher Stress Relief Toys 12 Pack,Color Change Squisher Stress Relief Toys 12 Pack,Color Change Squisher Stress Relief Toys 12 Pack,Color Change Squisher Stress Relief Toys 12 Pack,Others,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138703449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706044,,PK-3406,Tubo Pop Large (8 Pack),Tubo Pop Large (8 Pack),Tubo Pop Large (8 Pack),Tubo Pop Large (8 Pack),Fidgets,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138706044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706181,,PK-3420,FIDGET TANGRAM GAME,FIDGET TANGRAM GAME,FIDGET TANGRAM GAME,FIDGET TANGRAM GAME,Fidgets,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138706181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702374,,3283 -3282(set of 4),Squishy Banana,Squishy Banana,Squishy Banana,Squishy Banana,$1.29 Prizes,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138702374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138702688,,4116 (8 BALLS),BOUNCE BALLS,BOUNCE BALLS,BOUNCE BALLS,BOUNCE BALLS,$1.29 Prizes,Prizes & Novelty,Fidgets,PLAYKIDIZ ,PLAYKIDIZ ,786138702688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804338,,3241,Mini Magic Cube,Mini Magic Cube,Mini Magic Cube,Mini Magic Cube,Others,S.T.E.M & Magic,Problem Solving Games,PLAYKIDIZ ,PLAYKIDIZ ,086138804338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138100911,,PK-201,Brainymaze 208 steps,Brainymaze 208 steps,Brainymaze 208 steps,Brainymaze 208 steps,Others,S.T.E.M & Magic,Problem Solving Games,PLAYKIDIZ ,PLAYKIDIZ ,086138100911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804581,,3236,CHINESE JUMP ROPE,CHINESE JUMP ROPE,CHINESE JUMP ROPE,CHINESE JUMP ROPE,Others,S.T.E.M & Magic,Problem Solving Games,PLAYKIDIZ ,PLAYKIDIZ ,086138804581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802440,,2417,10 PK  GEL PENS,10 PK  GEL PENS,10 PK  GEL PENS,10 PK  GEL PENS,Others,Stationary & School Supplies,Writing Supplies,PLAYKIDIZ ,PLAYKIDIZ ,086138802440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
